 ml ` dl ` l ` t ` T ` floz ` oz ` c ` pt ` qt ` gal `g`lb
 1.00 ` 100 ` 1,000 ` 5.0 ` 15.0 ` 29.6 ` 28.3 ` 237 ` 473 ` 946 ` 3,785 `1`453
